Batch_ID,Temperature_C,Humidity_Pct,Operator,Alpha_Concentration,Beta_Concentration,Omega_Resonance
49,22.687236579136922,54.85413042399962,Op_C,52.64644005121289,32.41347025808077,48.13210303476183
50,18.47391968927453,48.50986668896151,Op_B,59.481214391006446,25.36243903237298,63.043487091998486
51,22.64816793878959,46.91869985093926,Op_C,42.714549776799934,30.542606380361782,35.25487673337064
52,21.229835439167367,47.42077525969205,Op_B,37.219415208821985,27.910808379393234,29.89968572616811
53,20.646155999388082,59.752991274721154,Op_A,47.541500210220036,25.041697786831673,45.83796386887665
54,23.223352577681737,40.80218382824965,Op_C,43.85763381451303,33.447157852575664,33.43646471421976
55,24.0619990449919,57.34062992244897,Op_C,44.89665016792252,29.393373603458176,39.57489888730196
56,23.862560238232398,51.57350817144787,Op_A,52.11749718081127,27.962249899147604,51.252969219910035
57,20.321564953554724,48.77230838379181,Op_C,44.969194608953444,25.722163817883605,41.50944041225956
58,21.381575248297573,54.50515320830273,Op_B,37.499315107936056,24.860316194633306,32.08454815690562
59,22.662526862807127,49.733378828494054,Op_B,44.41005272118002,39.94384011957273,30.595164160507565
60,23.95109025424472,57.468464761633214,Op_B,53.40059366860802,31.670593248149984,49.60380141750466
61,21.04165152430942,58.01403728022517,Op_B,56.714806010069175,24.54435481398592,61.246798791061465
62,21.628682046672367,48.43441853746911,Op_A,56.61422784083347,31.439329491614064,54.646284118288555
63,19.787330051987944,45.536555944701036,Op_C,54.244730942479094,35.31008088397769,48.1122708482351
64,19.60758675183866,51.84700657186724,Op_B,48.31906534034756,30.837588062650212,42.59472667636897
65,23.625051644788396,58.24726691233382,Op_A,54.049140989591294,36.870106710665624,46.435114915090644
66,24.712480057141647,44.21324378011333,Op_C,49.57664341801763,22.285934289650164,52.32626018474223
67,21.855979756839332,52.45933167126965,Op_C,51.13096137820237,20.043389763098947,55.4664387364677
68,24.007065795784047,52.63120440185041,Op_A,40.6067326213406,31.302587109268767,31.74874869559325
69,22.723272050095268,54.66226044830562,Op_A,50.43874963760715,31.382480716869416,45.57894168245794
70,20.70976049078975,42.6313537025452,Op_B,53.78666234251411,13.302499108728789,64.3270786518006
71,22.722791211016826,54.31649929364177,Op_C,53.411273134397085,26.882119543989923,53.40456851002563
72,25.07607313293194,58.18065041331282,Op_C,37.12480973940701,24.956688428082725,32.13136896184147
73,21.928347921780098,43.59366217740484,Op_A,50.96260776403383,23.04026879648422,53.655429039050304
74,25.129287311628012,44.75086649847755,Op_C,35.561104225360864,24.944791176950947,29.735016752689102
75,16.76050979182051,59.42790188083279,Op_B,51.736766461385265,32.9789390079968,46.38568611257368
76,23.643805008750448,43.619539054189794,Op_C,42.98662808397286,24.912974893551457,40.17111676172481
77,22.17409413647634,57.08770186739159,Op_A,67.05642942525445,25.08438932709079,74.13136945457471
78,21.401985299068265,49.84555712896069,Op_A,51.1924332929589,21.905973455711603,54.019598617677225
79,22.183521553071003,44.94462148806354,Op_B,58.01164019823923,36.34454821257913,52.42739420094421
80,18.024862170798215,57.41499802545023,Op_B,71.1087263702428,32.17316182735317,74.17780537100161
81,21.560656224324976,48.90610510005331,Op_C,41.82598188911279,17.538218985485493,43.9924713898406
82,22.714225143023494,50.296347078593804,Op_C,54.356749109059116,25.08879960388407,56.5795967799108
83,24.955788089483033,47.18466738799531,Op_A,38.140889907671536,32.64258942197463,27.199935639686434
84,20.963459563452705,51.859017028698545,Op_B,53.448970082499194,36.40696274491418,45.46808957225444
85,20.383012794213624,43.27047745170046,Op_B,67.65709266450403,34.20419379683328,67.00157063700401
86,20.996485912830927,47.821630733035214,Op_B,43.72116785558211,28.221585448710574,38.78146677789561
87,23.83080423540415,59.38824644670575,Op_C,41.14045686705404,20.343115696034808,41.31983621259604
88,22.65750221931937,45.16266865402255,Op_B,49.08825766481437,34.351244969556554,41.427968347865715
89,20.940479592465923,53.13473329082584,Op_A,70.45817288088286,28.51551574339748,76.02413983067724
90,23.02653486622671,46.503801284493896,Op_A,57.71038919953255,30.34431007307535,56.82338914356037
91,22.19415509869608,55.46946251373201,Op_C,40.95085347943989,29.112897808957516,35.42901868212636
92,23.937289981065778,42.617473214366996,Op_C,64.5506058248177,23.22235250211866,71.81281203171575
93,20.595893812245293,59.39642090157089,Op_B,33.44937007666813,31.821251061114946,21.00483056515714
94,21.344675706804463,49.07579082767278,Op_C,71.36559128802725,31.132295155567235,73.99608501261524
95,21.215783693735684,44.72100926692928,Op_A,58.56450680015159,27.87105578542601,59.09580649277612
96,19.072970103735763,41.469934946600254,Op_B,67.63557440006718,32.35552899931243,69.42305528602056
97,22.59224055412915,43.395158101750816,Op_A,33.52201891615965,23.13000226288347,28.786786925703286
98,22.52211054435978,50.395478971120355,Op_B,51.694418308596866,28.654986120584457,48.77320371231055
99,22.01022691328492,46.740063528625726,Op_C,48.66111073434284,30.130637364678943,45.253151356836426
100,21.530825733249706,56.577667317652185,Op_B,39.93020526553359,21.32536183932469,39.005380139118024
101,19.169258515899173,48.617750473236114,Op_B,37.039763797486074,29.71451694581973,28.314214119764884
102,21.15870935446928,44.9742854517526,Op_A,55.07081258759549,33.66822573340648,51.28666962587653
103,21.314570966946462,52.3428997320806,Op_A,55.97731708113624,28.483845379785663,56.45089547017631
104,20.39544546155676,54.135544337708914,Op_B,62.999740467257524,29.829425487428278,64.72666500213398
105,21.67742857666798,43.340838158019,Op_C,44.96578946673169,32.81172019617083,37.117336066900826
106,22.80810171362908,43.35238432576635,Op_C,48.5839018984419,28.060999455668636,46.03005564136918
107,25.77237180242106,40.73342853867086,Op_A,36.17540075053908,28.511013002278556,27.71626708307586
108,22.349155625663677,54.72804030131281,Op_C,65.40785811994749,24.116482427337665,72.42121187482844
109,22.51510078144553,53.2760905524361,Op_A,50.69548087757243,29.925316113396175,47.320580584921814
110,21.851108168467665,49.492617514996276,Op_C,57.225885016201055,28.3257575819761,57.392241659911384
111,18.162457569401916,56.883408979383944,Op_B,57.57905396111012,32.49544897526661,54.13160661048309
112,21.946972249101567,56.113403059001065,Op_A,64.59107157301978,32.81729977091619,64.04059518484038
113,22.120460419882054,51.70708728793504,Op_A,41.68600532732547,33.956045195064405,30.701604998251167
114,26.926484224970572,57.36542561026518,Op_B,56.975866003471786,27.458698245524346,57.83144009387714
115,21.615278070437753,44.116824200735365,Op_A,49.74991293690959,19.11709457187942,53.46597387816662
116,22.603094684667226,42.238392387954555,Op_C,71.05677066340631,33.70819873232387,72.68343919816351
117,21.930576460589513,45.394992230339795,Op_C,41.65635821003983,32.15560482048704,31.778780389882044
118,19.662643924760935,41.1417371217863,Op_A,61.714263477638724,26.82354197656955,64.73939875744205
119,24.285645629030043,50.62339056002064,Op_C,53.50341779228397,32.77470099783669,48.93707464816862
120,23.503866065373547,58.73211384589923,Op_A,52.97856094206021,22.757050987418793,56.35991788470552
121,23.582063894086094,40.78687081337019,Op_B,50.5402072604749,35.151201064351376,42.97150891762551
122,20.18122509041052,42.442198280200536,Op_A,63.466658228367876,28.33187724102975,66.34768668412816
123,24.805588621872197,49.043980565668704,Op_B,52.63851701073935,25.855361934975523,52.44999760943091
124,19.19629787441544,58.6775003505581,Op_C,34.75584661879023,26.89149221880556,27.63529566869525
125,23.17371418760054,46.32312209953501,Op_B,62.19503568712245,28.842575069998936,63.45078922371971
126,26.380911251619956,50.14469617376785,Op_C,60.36201832131722,29.939939633502682,61.102161853269116
127,20.01892734973862,40.83145718100784,Op_A,55.87137684212848,30.241401401997035,54.34065883612309
128,20.867404540794457,42.966864019241775,Op_C,38.71526370252454,27.85196278020938,32.599249716736615
129,22.199302730175283,59.73260245917694,Op_A,40.268846397786795,31.001197867307397,31.58786090506374
130,20.9930486917676,59.30237392872091,Op_A,31.22557114763891,30.04139637166717,19.27330045575522
131,18.898673137867736,40.09879961868819,Op_B,54.603298731798134,26.762135022128003,54.38858394473536
132,22.137125949612056,59.03623570846478,Op_B,36.50451151825631,26.00904687789368,29.708288955957418
133,19.87539257254779,52.78239875631001,Op_B,32.81249107137835,33.04182771447419,18.68563795404684
134,22.94718486127036,57.35836589040044,Op_B,62.74989119300044,32.62163017998952,62.22354498467726
135,20.161151531532393,49.094797112677185,Op_C,57.68179564462847,30.285681775806317,57.059676958351005
136,25.09986881003508,50.311920571585006,Op_C,46.66828335169073,34.620977329951,37.91566479103464
137,20.433493415327526,49.7769316051384,Op_C,48.65953416742805,20.193361719161828,51.95213800303316
138,21.35587696758865,53.337285150922085,Op_A,25.926557930160577,27.178026792466483,15.585239386482872
139,23.62703443473934,42.79302509512626,Op_C,59.1674491905922,24.21841443832678,63.410623074685645
140,19.53827136713209,40.59947179745356,Op_C,43.07268535511316,41.281361325689254,27.387128840678958
141,22.454919869208258,46.15859883182382,Op_C,53.302908631331405,33.56609910197993,47.74726704561546
142,24.614285508564855,54.09361525473294,Op_B,25.11437738208516,29.604690081708622,11.307222236320598
143,18.785033530877545,44.03706904245897,Op_C,59.775680321615454,33.924952894230785,56.86147737979255
144,22.36926771706461,53.468648666498346,Op_A,42.47155230614276,35.58137831877558,30.67832222897714
145,22.519765588496846,59.398240922145405,Op_B,36.23957736210646,35.52815845762036,21.962592627595434
146,23.56364574355462,41.87801431578837,Op_A,46.60398365511633,34.608517425501766,37.89949786946612
147,19.526098578243836,53.452042364502525,Op_C,44.03604782064515,28.68729838358969,38.45182405875029
148,19.359086773831446,48.87500438609142,Op_B,60.74267612909866,27.49317290258024,63.11194927271152
149,23.043883131233795,57.362845087550106,Op_A,45.79604877638373,25.189054100096573,43.792560946978185
150,22.593969346466373,43.54299578894772,Op_C,63.62617026613368,32.512236333645035,63.06107365655779
151,22.500985700691754,53.85251904452329,Op_A,53.30142615789073,29.205321323356095,50.921095003128826
152,22.69289641899395,56.76230579296221,Op_A,58.94367887212375,27.90764484741402,59.87474016666748
153,20.63995055684302,58.892284389480466,Op_A,49.97833546772114,27.64669319136099,47.44244904081566
154,22.464507394322005,53.66496056579292,Op_C,62.72058982339883,37.250963153173444,58.42972028515034
155,22.58614494659736,49.94349528016855,Op_C,38.46376009717324,34.76340206420836,26.124484901801512
156,20.571297163947264,52.35694480402428,Op_A,51.13624457494327,39.15196928064083,40.72844239230475
157,25.731549022289514,57.37809968957436,Op_B,46.03564170568585,32.645081499460545,38.84652647066373
158,22.947665841823575,51.41219493277659,Op_B,63.96628479507312,30.28477220127449,65.09502378851494
159,19.617393005594703,40.60774119393674,Op_C,64.99034404659426,29.872987746275378,67.52888396040593
160,23.31310721726766,58.61897391013956,Op_C,50.00421259237118,24.898492263692635,50.080043457398816
161,20.050636659545358,53.790535020631225,Op_C,37.08488898904195,23.692905041242994,32.88518379892471
162,23.574169207484903,53.53026771554493,Op_C,54.27097316791668,32.53670510946437,50.57618189584224
163,24.317191158014808,44.31350304795434,Op_C,33.35390264966233,25.32660644758373,26.711062782867995
164,20.358635363296578,53.17770940465314,Op_B,66.26142798783111,31.05728876933618,67.74395603996274
165,23.926752258488644,47.87728811308317,Op_C,45.268299293639615,35.57733341547606,35.158148936477936
166,22.825561853872998,53.024659540829845,Op_A,49.69429836582505,26.672730334845518,47.60097711819385
167,23.64412031998898,42.13186060615981,Op_A,43.19048924193246,40.05240817295789,28.548414890908937
168,25.793585965307894,53.15690609206072,Op_B,40.98218413299179,25.046524395279505,36.5880424945358
169,21.50922376799426,59.98827451541333,Op_A,57.37291316547052,34.95097378244923,51.86909959276525
170,20.49252767128502,40.96424077721112,Op_B,48.413833229486784,32.12378090566181,42.372661645886595
171,20.220971140748954,59.54348368442635,Op_B,50.42482538923175,35.97047624973076,40.48325154642643
172,20.368379430069123,48.13815921445741,Op_A,39.96108920781161,24.419011943201554,37.311571265912384
173,21.845796581171793,57.415069006745185,Op_C,58.5605922349704,41.53510458476806,49.17399182149641
174,22.682303949633287,55.647709681165466,Op_A,59.57789735136867,29.10612458108547,59.204890065802886
175,22.55338159866004,51.34032521973336,Op_A,47.91071513120423,33.38323969649641,41.567658729835394
176,23.654366498072047,54.76898418502653,Op_B,62.67922133331887,37.222437444732506,59.31001185710341
177,22.026003783755815,57.57031122602696,Op_A,48.958758457754776,26.97668966252392,46.87066428134268
178,24.907068154314633,48.08280643302066,Op_B,57.797554962888206,34.1286318147359,53.15042696390464
179,21.47068633352409,46.54066323126477,Op_C,33.770724191699024,26.142651773892535,27.20804423636604
180,27.440338333179238,53.351867711271694,Op_C,53.53430866486412,36.9848079022892,45.18829074025827
181,23.251334695530012,56.15691883882517,Op_C,47.285185323930655,26.199096343856333,45.32050213232428
182,20.285684887167434,55.245702695532316,Op_A,51.55522425954996,30.192534912478795,48.63193090034829
183,19.858215003877774,55.95627297717269,Op_B,51.10682405655826,31.5306035050598,46.24831514323712
184,22.96494483048637,48.711666296258656,Op_C,51.25699822176984,33.921498848613076,44.502071306428974
185,21.5530744293483,56.35668432350043,Op_B,56.15700729362553,39.84238154213273,46.10970748876695
186,23.428000988184184,42.40418110741217,Op_B,44.34826368394021,27.74015505192755,39.58017356810524
187,22.94647524914709,50.88978195921699,Op_C,55.690792595356434,35.693673871368034,49.28178561327654
188,21.854342174686256,40.11517320996243,Op_C,62.32524883117907,39.85129224317068,54.7550329745968
189,20.30641256386319,46.491716598005404,Op_B,35.898589950196765,30.828666804324588,25.021124577711106
190,18.97030555062827,47.32923069742796,Op_C,42.19459901770674,27.249336249398542,37.289770283592595
191,21.106970095865957,47.92345383218511,Op_B,42.61464574498814,21.349831302823542,41.65578692788858
192,23.712797588646943,53.90934413379725,Op_B,39.07954200549041,39.41637883705531,22.738674230231656
193,22.42818748826041,47.771162025406916,Op_C,45.25302230362941,28.77777835037818,41.30430554157713
194,19.508522442576023,48.973872452450614,Op_A,60.331185153998405,24.993207503847245,64.29635888894992
195,22.346361851702365,44.75088261748655,Op_C,64.47586924512429,23.208349578951186,71.46417557591113
196,22.770634759457675,47.4650358325868,Op_A,51.06174969746502,24.983929048049795,51.32433342075376
197,20.232285127597734,44.54539254526303,Op_B,46.757639891518,34.59852646613582,37.61479848448938
198,22.307450211891055,41.46391847536887,Op_B,58.029239690806605,35.28934263837369,53.29689589134948
199,22.116417436892,52.06897186762756,Op_A,26.3603150574782,33.26060935727768,10.54838667123623
200,19.714059404338755,53.36425597110033,Op_B,39.44821527896842,30.66168913676682,30.50277087461007
201,22.715574720696566,52.38980692019229,Op_A,26.783695933000846,23.77239705249332,18.37233795263755
202,23.12156905273647,49.26988087601145,Op_A,39.343002826445584,26.350295270489763,34.65635429962703
203,24.166102486350553,47.595715603584594,Op_B,42.32982473098,24.46690294659362,38.933079888861975
204,24.107604104069807,57.26667299143651,Op_A,64.77681877937678,32.864105027631325,64.36747126074808
205,19.244661264085817,50.38163570272436,Op_C,22.389380338440105,24.68343760569148,11.666005659438579
206,20.124349920169756,49.583637552594624,Op_C,45.83297399765666,26.428769444732037,42.63480661088413
207,23.03007053441732,40.512841316128714,Op_B,56.19566472178107,29.082563785007466,55.35031128074188
208,23.027571901824416,46.824956552523126,Op_B,54.107306632690936,21.650999234518267,57.97359166775175
209,23.030095372612095,47.603912375717144,Op_A,64.61738133534894,30.233857154204234,66.59583268147587
210,29.70546298130944,47.97645561793801,Op_A,51.61051478596588,29.464235594822316,48.01422889674219
211,23.141781021386333,51.60344738454665,Op_A,53.74278180481145,35.921045729808455,47.034224774099286
212,24.271131280361196,50.672050934537566,Op_A,31.614931681974497,25.90067227483124,23.50371395635452
213,23.908003526986406,52.15810185586889,Op_C,40.11731141823191,23.504022408438324,37.137001129057154
214,23.302782502611596,55.29766523084257,Op_C,32.172952565519765,28.129701752043577,22.03602364026567
215,21.369461510719308,56.25971477432187,Op_B,55.726081079141,24.50954353281992,58.924207582535196
216,23.517938440986534,54.36246152452989,Op_A,53.486904517572455,30.19577295906562,50.399116890331946
217,20.454349570924855,59.110473919098695,Op_A,53.13537967283516,20.70032569086697,57.2456467095284
218,21.526362786519982,40.36465165352723,Op_B,41.185663915419255,26.973272983113592,36.60704275460014
219,21.02927290434179,43.91555971367092,Op_A,40.27050220683334,25.358141650888903,35.640036862108225
220,22.163748278772644,40.151257499562846,Op_A,52.09446932296417,32.83878538543034,46.61398758673332
221,26.629317133347016,52.94949428309206,Op_A,43.30613947228865,25.947176451873176,40.28025598757419
222,18.265469614816503,57.96061097899974,Op_A,39.79595436167763,21.319521207007504,38.73769794213315
223,23.372520380749027,44.86964593152599,Op_A,44.91610628741932,28.990899515327257,40.55525496306022
224,18.774568257620697,58.54069089592613,Op_B,43.39257963964692,31.599430701372544,35.05259175026381
225,21.056136268421135,41.20534780579122,Op_A,41.332770253715466,28.64397403369637,34.84544345994468
226,24.177901193934733,58.68872053611028,Op_B,37.74232183242398,26.943386103904462,31.21795261213616
227,22.128560038190926,47.03245374479269,Op_A,54.48689768338907,26.642189497078686,55.278522635368745
228,19.844510444141388,42.02841656898433,Op_C,65.56049439477057,30.56474016221017,67.97721158682971
229,20.569392581480063,49.717435183726515,Op_C,49.60995799381346,25.552756253802258,49.04854444311138
230,23.35919549786935,45.13553135441016,Op_C,52.22434136969928,28.357585142947332,50.35917788804099
231,20.539266736565725,45.697458039238455,Op_C,55.363778526017036,33.75223285443687,49.766007718959415
232,22.43291717916395,46.14579929852573,Op_B,53.66565757193122,23.493384605471775,56.39340351122463
233,22.091143679807626,56.06051795665327,Op_B,41.53087671683021,29.78166490129864,33.99274547752514
234,20.696799304788367,50.78322553350509,Op_A,67.19846211102585,21.055052936014974,77.5430227619236
235,26.28788817865065,46.22615398312007,Op_C,42.42689486322039,31.139648350049765,34.281092033859714
236,23.267838044636022,52.206675666218366,Op_B,56.48088364660409,25.105953946004696,58.86815492125693
237,17.949714826684787,54.32301348446387,Op_A,55.30191307342912,35.09795906515397,48.614177043385794
238,22.372908629538856,45.45248001467068,Op_A,30.415584578653622,22.615263451773256,23.583881606815194
239,20.676427070463223,48.27098203050703,Op_B,46.411535830870804,32.21039518400504,40.13832753610689
240,23.704866669592448,42.437721866738954,Op_C,50.566284518121705,36.105655392632464,41.97311596604705
241,20.414958523134597,43.622986990693605,Op_A,51.33151211424286,24.846552992897657,52.18904230443718
242,21.7705271170662,53.622357079299654,Op_C,53.01420515516767,25.690575355025302,53.21127945162312
243,23.009974557960913,43.62876695391254,Op_C,57.57662872939976,25.279021778117013,60.82182460225535
244,23.731510388340244,50.5032676733412,Op_C,49.92484635729222,27.57068655797848,48.1858056017785
245,19.59940718588845,54.18092523444865,Op_A,53.54617568017944,32.587108995947325,48.49374515828194
246,21.330997528318104,42.13753846189488,Op_C,49.55045413227617,27.162475330564384,47.11090280281243
247,21.050109377678087,51.34624439257807,Op_A,39.826663432452264,24.395208873968215,35.87489786434496
248,20.693341534852575,45.13125567402727,Op_C,50.32401441369674,19.90623146708355,54.51449368115504
249,25.530908480562193,59.2585375047516,Op_A,57.49089844253069,38.009737532561985,50.16302129506349
250,22.80996342192191,49.670912934398494,Op_C,61.087883824753646,38.402478152073236,54.82025183711584
251,19.47823209132991,56.119850995503164,Op_B,55.37315657544204,32.80118519744229,51.930836101985115
252,23.835723894109552,51.00453084312524,Op_C,63.34350325949299,25.948081527875075,67.5649609159421
253,26.244312394025265,40.86825065709638,Op_C,54.188647474089805,33.73851057565823,48.32996700768467
254,24.064930521102294,52.66302751188044,Op_A,58.63879821668837,34.743534587465334,54.29953934431736
255,18.961260068091974,59.028066844133136,Op_A,59.37391149279786,28.728759342936332,59.293926207652454
256,21.0315318542675,52.03223640292663,Op_C,47.76649459116264,30.20684271999445,43.055487000887446
257,24.533822298373245,56.3837771885358,Op_B,57.260034325676685,36.15884114744746,51.285956770227436
258,20.58466106876244,57.68412926696816,Op_B,40.59355102359086,21.79769321471796,39.22379784079786
259,22.887638856292458,44.56159543897865,Op_A,53.498123425488636,34.99211411561087,46.70690506657083
260,23.549268106858673,44.240896798164535,Op_B,55.77025826668453,28.454230943217432,55.769974709845
261,20.146139056843833,52.21961977701984,Op_C,60.5109512069933,24.437108489944748,65.60471886550408
262,21.8809492878764,48.220569396134096,Op_A,58.20759303981306,24.84846763352831,61.48867021970896
263,15.517465319861856,56.797226057334406,Op_C,60.641141833347135,25.676389327404557,64.65237151654128
264,19.95122471733142,58.00046246796022,Op_A,49.00619669873577,23.949646399493986,49.880643489555055
265,21.49486369721368,47.06842758605436,Op_A,46.546068453299526,38.85694487194508,34.24670304987563
266,19.504433636070303,44.73741117948964,Op_A,47.25101242114384,32.45601469250501,40.083873125783015
267,25.26482260786327,55.61051030487724,Op_A,52.6628373044863,35.32241376804284,45.66062506559184
268,19.139717244078735,45.49612071096272,Op_B,31.912529843577477,32.81184145808339,17.908525293077062
269,21.119911026606033,56.45228637027357,Op_C,63.31756970394554,30.306138042350867,64.43523993629002
270,22.261481154572184,48.47476507297526,Op_C,50.43873359828975,30.37377661682816,46.198642616329984
271,24.88254657813223,53.35099798582941,Op_C,45.84998417664881,28.01243680545069,41.585095591051044
272,19.128275697641122,41.91070627669336,Op_A,24.702837893945393,28.421088117799147,10.983842051352516
273,24.32632750430992,52.47718649353146,Op_B,49.63186493821718,22.959483130935542,50.6032255330494
274,22.020466122039174,49.03535357474458,Op_C,48.01523484924245,35.40913075520132,38.65107677271567
275,20.036982697904097,51.73216926350948,Op_B,41.02953569354745,20.933833569984774,41.141802705297984
276,22.924206948526543,43.36028415489727,Op_A,43.26953154872988,24.706947047354006,40.954698275540615
277,22.398119391146942,54.73747489888364,Op_C,49.733633555548366,40.06017065480305,38.04878757793921
278,20.79956624568241,57.25594155086457,Op_B,44.11763540412317,30.680864415324134,37.841454724713195
279,22.13960416998004,44.33479600181551,Op_A,55.718780661783555,30.888552225150995,53.460105719000914
280,21.22937280627648,41.914291110403234,Op_B,42.512164113559834,33.186692738838644,33.03782227325299
281,22.227034690502496,40.47277172092673,Op_C,51.54608429520778,22.298312534393023,53.83937098743387
282,23.324261349042093,52.83943000886532,Op_C,61.8004536881117,23.031033167649884,69.08914426152313
283,25.172033632290706,52.141880721775614,Op_A,49.63404137437448,27.775528267255766,46.55831327446457
284,19.5243690023463,50.933948254281404,Op_A,53.55977123959745,25.48319521226155,54.656490609731435
285,26.266066749312532,44.63894192231951,Op_A,52.926513874005984,29.625220174952997,50.81334278541867
286,18.095824400954996,47.81811991811029,Op_B,50.07996899617266,32.42774647651068,44.593128202198855
287,21.696429809928834,51.88952670372346,Op_B,49.329928580564896,36.94581523935298,38.9277032760888
288,23.176634412969154,49.935337177183385,Op_B,44.28625778550088,34.05544169894795,34.546456039109074
289,22.561983735470065,59.755710404297744,Op_A,51.51012290557819,25.02861644155523,51.691801528506446
290,20.75460096035881,42.72879505113466,Op_C,47.16732491160533,28.125179610261036,42.54389407325562
291,21.58375549928545,53.902891080951875,Op_C,65.46090168234707,26.765274143751927,70.29820641115683
292,21.013998130682335,48.086375362085846,Op_B,58.11143259109912,24.917195604938254,61.06344144546817
293,20.821270486111576,48.5639922985123,Op_B,35.47204104111654,23.779124436610836,31.39029905063016
294,23.69920419404205,54.35195531316353,Op_C,36.02842001781923,38.3215619386227,20.090125693143097
295,22.714030971930093,53.84872302648739,Op_C,48.695401309606346,30.05321121616325,44.151693835625345
